,year_film,film,winner
4147,2006,Notes on a Scandal,False
4148,2006,The Queen,True
4149,2006,The Devil Wears Prada,False
4150,2006,Dreamgirls,True
4151,2006,Cars,False
4152,2006,Happy Feet,True
4153,2006,Monster House,False
4154,2006,The Good Shepherd,False
4155,2006,Pan's Labyrinth,True
4156,2006,The Prestige,False
4157,2006,The Black Dahlia,False
4158,2006,Children of Men,False
4159,2006,The Illusionist,False
4160,2006,Curse of the Golden Flower,False
4161,2006,Marie Antoinette,True
4162,2006,The Departed,True
4163,2006,United 93,False
4164,2006,Deliver Us from Evil,False
4165,2006,An Inconvenient Truth,True
4166,2006,Iraq in Fragments,False
4167,2006,Jesus Camp,False
4168,2006,"My Country, My Country",False
4169,2006,The Blood of Yingzhou District,True
4170,2006,Recycled Life,False
4171,2006,Rehearsing a Dream,False
4172,2006,Two Hands,False
4173,2006,After the Wedding,False
4174,2006,Days of Glory (Indigènes),False
4175,2006,The Lives of Others,True
4176,2006,Water,False
4177,2006,Apocalypto,False
4178,2006,Click,False
4179,2006,Babel,True
4180,2006,The Good German,False
4181,2006,The Danish Poet,True
4182,2006,Lifted,False
4183,2006,The Little Matchgirl,False
4184,2006,Maestro,False
4185,2006,No Time for Nuts,False
4186,2006,Binta and the Great Idea (Binta Y La Gran Idea),False
4187,2006,Éramos Pocos (One Too Many),False
4188,2006,Helmer & Son,False
4189,2006,The Saviour,False
4190,2006,West Bank Story,True
4191,2006,Flags of Our Fathers,False
4192,2006,Letters from Iwo Jima,True
4193,2006,Pirates of the Caribbean: Dead Man's Chest,True
4194,2006,Poseidon,False
4195,2006,Superman Returns,False
4196,2006,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,False
4197,2007,There Will Be Blood,True
4198,2007,In the Valley of Elah,False
4199,2007,Eastern Promises,False
4200,2007,The Assassination of Jesse James by the Coward Robert Ford,False
4201,2007,No Country for Old Men,True
4202,2007,Charlie Wilson's War,False
4203,2007,Into the Wild,False
4204,2007,Away from Her,False
4205,2007,La Vie en Rose,True
4206,2007,The Savages,False
4207,2007,I'm Not There,False
4208,2007,American Gangster,False
4209,2007,Gone Baby Gone,False
4210,2007,Michael Clayton,True
4211,2007,Persepolis,False
4212,2007,Ratatouille,True
4213,2007,Surf's Up,False
4214,2007,Sweeney Todd The Demon Barber of Fleet Street,True
4215,2007,The Diving Bell and the Butterfly,False
4216,2007,Across the Universe,False
4217,2007,Elizabeth: The Golden Age,True
4218,2007,No End in Sight,False
4219,2007,Operation Homecoming: Writing the Wartime Experience,False
4220,2007,Sicko,False
4221,2007,Taxi to the Dark Side,True
4222,2007,War/Dance,False
4223,2007,Freeheld,True
4224,2007,La Corona (The Crown),False
4225,2007,Salim Baba,False
4226,2007,Sari's Mother,False
4227,2007,The Bourne Ultimatum,True
4228,2007,Beaufort,False
4229,2007,The Counterfeiters,True
4230,2007,Katyn,False
4231,2007,Mongol,False
4232,2007,12,False
4233,2007,Norbit,False
4234,2007,Pirates of the Caribbean: At World's End,False
4235,2007,Atonement,True
4236,2007,The Kite Runner,False
4237,2007,3:10 to Yuma,False
4238,2007,Once,True
4239,2007,Enchanted,False
4240,2007,August Rush,False
4241,2007,I Met the Walrus,False
4242,2007,Madame Tutli-Putli,False
4243,2007,Même les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),False
4244,2007,My Love (Moya Lyubov),False
4245,2007,Peter & the Wolf,True
4246,2007,At Night,False
4247,2007,Il Supplente (The Substitute),False
4248,2007,Le Mozart des Pickpockets (The Mozart of Pickpockets),True
4249,2007,Tanghi Argentini,False
4250,2007,The Tonto Woman,False
4251,2007,Transformers,False
4252,2007,The Golden Compass,True
4253,2007,Juno,True
4254,2007,Lars and the Real Girl,False
4255,2008,The Visitor,False
4256,2008,Frost/Nixon,False
4257,2008,Milk,True
4258,2008,The Wrestler,False
4259,2008,Tropic Thunder,False
4260,2008,Doubt,False
4261,2008,The Dark Knight,True
4262,2008,Revolutionary Road,False
4263,2008,Rachel Getting Married,False
4264,2008,Changeling,False
4265,2008,Frozen River,False
4266,2008,The Reader,True
4267,2008,Vicky Cristina Barcelona,True
4268,2008,Bolt,False
4269,2008,Kung Fu Panda,False
4270,2008,WALL-E,True
4271,2008,The Curious Case of Benjamin Button,True
4272,2008,Slumdog Millionaire,True
4273,2008,Australia,False
4274,2008,The Duchess,True
4275,2008,The Betrayal (Nerakhoon),False
4276,2008,Encounters at the End of the World,False
4277,2008,The Garden,False
4278,2008,Man on Wire,True
4279,2008,Trouble the Water,False
4280,2008,The Conscience of Nhem En,False
4281,2008,The Final Inch,False
4282,2008,Smile Pinki,True
4283,2008,The Witness - From the Balcony of Room 306,False
4284,2008,The Baader Meinhof Complex,False
4285,2008,The Class,False
4286,2008,Departures,True
4287,2008,Revanche,False
4288,2008,Waltz with Bashir,False
4289,2008,Hellboy II: The Golden Army,False
4290,2008,Defiance,False
4291,2008,La Maison en Petits Cubes,True
4292,2008,Lavatory - Lovestory,False
4293,2008,Oktapodi,False
4294,2008,Presto,False
4295,2008,This Way Up,False
4296,2008,Auf der Strecke (On the Line),False
4297,2008,Manon on the Asphalt,False
4298,2008,New Boy,False
4299,2008,The Pig,False
4300,2008,Spielzeugland (Toyland),True
4301,2008,Iron Man,False
4302,2008,Wanted,False
4303,2008,Happy-Go-Lucky,False
4304,2008,In Bruges,False
4305,2009,Crazy Heart,True
4306,2009,Up in the Air,False
4307,2009,A Single Man,False
4308,2009,Invictus,False
4309,2009,The Messenger,False
4310,2009,The Last Station,False
4311,2009,The Lovely Bones,False
4312,2009,Inglourious Basterds,True
4313,2009,The Blind Side,True
4314,2009,An Education,False
4315,2009,Julie & Julia,False
4316,2009,Nine,False
4317,2009,Precious: Based on the Novel 'Push' by Sapphire,True
4318,2009,Coraline,False
4319,2009,Fantastic Mr. Fox,False
4320,2009,The Princess and the Frog,False
4321,2009,The Secret of Kells,False
4322,2009,Up,True
4323,2009,Avatar,True
4324,2009,The Imaginarium of Doctor Parnassus,False
4325,2009,Sherlock Holmes,False
4326,2009,Harry Potter and the Half-Blood Prince,False
4327,2009,The White Ribbon,False
4328,2009,Bright Star,False
4329,2009,Coco before Chanel,False
4330,2009,The Young Victoria,True
4331,2009,The Hurt Locker,True
4332,2009,Burma VJ,False
4333,2009,The Cove,True
4334,2009,"Food, Inc.",False
4335,2009,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,False
4336,2009,Which Way Home,False
4337,2009,China's Unnatural Disaster: The Tears of Sichuan Province,False
4338,2009,The Last Campaign of Governor Booth Gardner,False
4339,2009,The Last Truck: Closing of a GM Plant,False
4340,2009,Music by Prudence,True
4341,2009,Rabbit à la Berlin,False
4342,2009,District 9,False
4343,2009,Ajami,False
4344,2009,The Milk of Sorrow,False
4345,2009,A Prophet,False
4346,2009,The Secret in Their Eyes,True
4347,2009,Il Divo,False
4348,2009,Star Trek,True
4349,2009,Paris 36,False
4350,2009,A Serious Man,False
4351,2009,French Roast,False
4352,2009,Granny O'Grimm's Sleeping Beauty,False
4353,2009,The Lady and the Reaper (La Dama y la Muerte),False
4354,2009,Logorama,True
4355,2009,A Matter of Loaf and Death,False
4356,2009,The Door,False
4357,2009,Instead of Abracadabra,False
4358,2009,Kavi,False
4359,2009,Miracle Fish,False
4360,2009,The New Tenants,True
4361,2009,Transformers: Revenge of the Fallen,False
4362,2009,In the Loop,False
4363,2010,Biutiful,False
4364,2010,True Grit,False
4365,2010,The King's Speech,True
4366,2010,127 Hours,False
4367,2010,The Fighter,True
4368,2010,Winter's Bone,False
4369,2010,The Town,False
4370,2010,The Kids Are All Right,False
4371,2010,Rabbit Hole,False
4372,2010,Black Swan,True
4373,2010,Blue Valentine,False
4374,2010,Animal Kingdom,False
4375,2010,How to Train Your Dragon,False
4376,2010,The Illusionist,False
4377,2010,Toy Story 3,True
4378,2010,Alice in Wonderland,True
4379,2010,Harry Potter and the Deathly Hallows Part 1,False
4380,2010,Inception,True
4381,2010,I Am Love,False
4382,2010,The Tempest,False
4383,2010,Exit through the Gift Shop,False
4384,2010,Gasland,False
4385,2010,Inside Job,True
4386,2010,Restrepo,False
4387,2010,Waste Land,False
4388,2010,Killing in the Name,False
4389,2010,Poster Girl,False
4390,2010,Strangers No More,True
4391,2010,Sun Come Up,False
4392,2010,The Warriors of Qiugang,False
4393,2010,The Social Network,True
4394,2010,Dogtooth,False
4395,2010,In a Better World,True
4396,2010,Incendies,False
4397,2010,Outside the Law (Hors-la-loi),False
4398,2010,Barney's Version,False
4399,2010,The Way Back,False
4400,2010,The Wolfman,True
4401,2010,Country Strong,False
4402,2010,Tangled,False
4403,2010,Day & Night,False
4404,2010,The Gruffalo,False
4405,2010,Let's Pollute,False
4406,2010,The Lost Thing,True
4407,2010,"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",False
4408,2010,The Confession,False
4409,2010,The Crush,False
4410,2010,God of Love,True
4411,2010,Na Wewe,False
4412,2010,Wish 143,False
4413,2010,Tron: Legacy,False
4414,2010,Unstoppable,False
4415,2010,Salt,False
4416,2010,Hereafter,False
4417,2010,Iron Man 2,False
4418,2010,Another Year,False
4419,2011,A Better Life,False
4420,2011,The Artist,True
4421,2011,Tinker Tailor Soldier Spy,False
4422,2011,Moneyball,False
4423,2011,My Week with Marilyn,False
4424,2011,Warrior,False
4425,2011,Beginners,True
4426,2011,Extremely Loud & Incredibly Close,False
4427,2011,Albert Nobbs,False
4428,2011,The Iron Lady,True
4429,2011,Bridesmaids,False
4430,2011,The Help,True
4431,2011,A Cat in Paris,False
4432,2011,Chico & Rita,False
4433,2011,Kung Fu Panda 2,False
4434,2011,Puss in Boots,False
4435,2011,Rango,True
4436,2011,Harry Potter and the Deathly Hallows Part 2,False
4437,2011,Hugo,True
4438,2011,War Horse,False
4439,2011,The Tree of Life,False
4440,2011,Anonymous,False
4441,2011,Jane Eyre,False
4442,2011,W.E.,False
4443,2011,Hell and Back Again,False
4444,2011,If a Tree Falls: A Story of the Earth Liberation Front,False
4445,2011,Paradise Lost 3: Purgatory,False
4446,2011,Pina,False
4447,2011,Undefeated,True
4448,2011,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,False
4449,2011,God Is the Bigger Elvis,False
4450,2011,Incident in New Baghdad,False
4451,2011,Saving Face,True
4452,2011,The Tsunami and the Cherry Blossom,False
4453,2011,The Girl with the Dragon Tattoo,True
4454,2011,Bullhead,False
4455,2011,Footnote,False
4456,2011,In Darkness,False
4457,2011,Monsieur Lazhar,False
4458,2011,A Separation,True
4459,2011,The Adventures of Tintin,False
4460,2011,The Muppets,True
4461,2011,Rio,False
4462,2011,Dimanche/Sunday,False
4463,2011,The Fantastic Flying Books of Mr. Morris Lessmore,True
4464,2011,La Luna,False
4465,2011,A Morning Stroll,False
4466,2011,Wild Life,False
4467,2011,Pentecost,False
4468,2011,Raju,False
4469,2011,The Shore,True
4470,2011,Time Freak,False
4471,2011,Tuba Atlantic,False
4472,2011,Drive,False
4473,2011,Transformers: Dark of the Moon,False
4474,2011,Real Steel,False
4475,2011,Rise of the Planet of the Apes,False
4476,2011,The Descendants,True
4477,2011,The Ides of March,False
4478,2011,Margin Call,False
4479,2011,Midnight in Paris,True
4480,2012,Lincoln,True
4481,2012,The Master,False
4482,2012,Flight,False
4483,2012,Django Unchained,True
4484,2012,Silver Linings Playbook,True
4485,2012,Beasts of the Southern Wild,False
4486,2012,The Impossible,False
4487,2012,Les Misérables,True
4488,2012,The Sessions,False
4489,2012,Brave,True
4490,2012,Frankenweenie,False
4491,2012,ParaNorman,False
4492,2012,The Pirates! Band of Misfits,False
4493,2012,Wreck-It Ralph,False
4494,2012,Life of Pi,True
4495,2012,Anna Karenina,True
4496,2012,Mirror Mirror,False
4497,2012,Snow White and the Huntsman,False
4498,2012,5 Broken Cameras,False
4499,2012,The Gatekeepers,False
4500,2012,How to Survive a Plague,False
4501,2012,The Invisible War,False
4502,2012,Searching for Sugar Man,True
4503,2012,Inocente,True
4504,2012,Kings Point,False
4505,2012,Mondays at Racine,False
4506,2012,Open Heart,False
4507,2012,Redemption,False
4508,2012,Argo,True
4509,2012,Amour,True
4510,2012,Kon-Tiki,False
4511,2012,No,False
4512,2012,A Royal Affair,False
4513,2012,War Witch,False
4514,2012,Hitchcock,False
4515,2012,The Hobbit: An Unexpected Journey,False
4516,2012,Chasing Ice,False
4517,2012,Ted,False
4518,2012,Skyfall,True
4519,2012,Adam and Dog,False
4520,2012,Fresh Guacamole,False
4521,2012,Head over Heels,False
4522,2012,"Maggie Simpson in ""The Longest Daycare""",False
4523,2012,Paperman,True
4524,2012,Asad,False
4525,2012,Buzkashi Boys,False
4526,2012,Curfew,True
4527,2012,Death of a Shadow (Dood van een Schaduw),False
4528,2012,Henry,False
4529,2012,Zero Dark Thirty,True
4530,2012,Marvel's The Avengers,False
4531,2012,Prometheus,False
4532,2012,Moonrise Kingdom,False
4533,2013,American Hustle,False
4534,2013,Nebraska,False
4535,2013,The Wolf of Wall Street,False
4536,2013,Dallas Buyers Club,True
4537,2013,Captain Phillips,False
4538,2013,Blue Jasmine,True
4539,2013,Philomena,False
4540,2013,August: Osage County,False
4541,2013,12 Years a Slave,True
4542,2013,The Croods,False
4543,2013,Despicable Me 2,False
4544,2013,Ernest & Celestine,False
4545,2013,Frozen,True
4546,2013,The Wind Rises,False
4547,2013,The Grandmaster,False
4548,2013,Gravity,True
4549,2013,Inside Llewyn Davis,False
4550,2013,Prisoners,False
4551,2013,The Great Gatsby,True
4552,2013,The Invisible Woman,False
4553,2013,The Act of Killing,False
4554,2013,Cutie and the Boxer,False
4555,2013,Dirty Wars,False
4556,2013,The Square,False
4557,2013,20 Feet from Stardom,True
4558,2013,CaveDigger,False
4559,2013,Facing Fear,False
4560,2013,Karama Has No Walls,False
4561,2013,The Lady in Number 6: Music Saved My Life,True
4562,2013,Prison Terminal: The Last Days of Private Jack Hall,False
4563,2013,The Broken Circle Breakdown,False
4564,2013,The Great Beauty,True
4565,2013,The Hunt,False
4566,2013,The Missing Picture,False
4567,2013,Omar,False
4568,2013,Jackass Presents: Bad Grandpa,False
4569,2013,The Lone Ranger,False
4570,2013,The Book Thief,False
4571,2013,Saving Mr. Banks,False
4572,2013,Alone Yet Not Alone,False
4573,2013,Mandela: Long Walk to Freedom,False
4574,2013,Feral,False
4575,2013,Get a Horse!,False
4576,2013,Mr. Hublot,True
4577,2013,Possessions,False
4578,2013,Room on the Broom,False
4579,2013,Aquel No Era Yo (That Wasn't Me),False
4580,2013,Avant Que De Tout Perdre (Just before Losing Everything),False
4581,2013,Helium,True
4582,2013,Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),False
4583,2013,The Voorman Problem,False
4584,2013,All Is Lost,False
4585,2013,The Hobbit: The Desolation of Smaug,False
4586,2013,Lone Survivor,False
4587,2013,Iron Man 3,False
4588,2013,Star Trek Into Darkness,False
4589,2013,Before Midnight,False
4590,2013,Her,True
4591,2014,Foxcatcher,False
4592,2014,The Theory of Everything,True
4593,2014,The Judge,False
4594,2014,Whiplash,True
4595,2014,"Two Days, One Night",False
4596,2014,Still Alice,True
4597,2014,Gone Girl,False
4598,2014,Wild,False
4599,2014,Boyhood,True
4600,2014,Into the Woods,False
4601,2014,Big Hero 6,True
4602,2014,The Boxtrolls,False
4603,2014,How to Train Your Dragon 2,False
4604,2014,Song of the Sea,False
4605,2014,The Tale of the Princess Kaguya,False
4606,2014,Birdman or (The Unexpected Virtue of Ignorance),True
4607,2014,Mr. Turner,False
4608,2014,Unbroken,False
4609,2014,The Grand Budapest Hotel,True
4610,2014,Inherent Vice,False
4611,2014,Maleficent,False
4612,2014,CitizenFour,True
4613,2014,Finding Vivian Maier,False
4614,2014,Last Days in Vietnam,False
4615,2014,The Salt of the Earth,False
4616,2014,Virunga,False
4617,2014,Crisis Hotline: Veterans Press 1,True
4618,2014,Joanna,False
4619,2014,Our Curse,False
4620,2014,The Reaper (La Parka),False
4621,2014,White Earth,False
4622,2014,Ida,True
4623,2014,Leviathan,False
4624,2014,Tangerines,False
4625,2014,Timbuktu,False
4626,2014,Wild Tales,False
4627,2014,Guardians of the Galaxy,False
4628,2014,The Lego Movie,False
4629,2014,Selma,True
4630,2014,Beyond the Lights,False
4631,2014,Glen Campbell...I'll Be Me,False
4632,2014,Begin Again,False
4633,2014,The Bigger Picture,False
4634,2014,The Dam Keeper,False
4635,2014,Feast,True
4636,2014,Me and My Moulton,False
4637,2014,A Single Life,False
4638,2014,Aya,False
4639,2014,Boogaloo and Graham,False
4640,2014,Butter Lamp (La Lampe Au Beurre De Yak),False
4641,2014,Parvaneh,False
4642,2014,The Phone Call,True
4643,2014,American Sniper,True
4644,2014,The Hobbit: The Battle of the Five Armies,False
4645,2014,Captain America: The Winter Soldier,False
4646,2014,Dawn of the Planet of the Apes,False
4647,2014,Interstellar,True
4648,2014,X-Men: Days of Future Past,False
4649,2014,The Imitation Game,True
4650,2014,Nightcrawler,False
4651,2015,Trumbo,False
4652,2015,The Martian,False
4653,2015,The Revenant,True
4654,2015,Steve Jobs,False
4655,2015,Bridge of Spies,True
4656,2015,Creed,False
4657,2015,Carol,False
4658,2015,Room,True
4659,2015,Joy,False
4660,2015,45 Years,False
4661,2015,Brooklyn,False
4662,2015,The Danish Girl,True
4663,2015,Anomalisa,False
4664,2015,Boy and the World,False
4665,2015,Inside Out,True
4666,2015,Shaun the Sheep Movie,False
4667,2015,When Marnie Was There,False
4668,2015,Sicario,False
4669,2015,Cinderella,False
4670,2015,Mad Max: Fury Road,True
4671,2015,Amy,True
4672,2015,Cartel Land,False
4673,2015,The Look of Silence,False
4674,2015,"What Happened, Miss Simone?",False
4675,2015,Winter on Fire: Ukraine's Fight for Freedom,False
4676,2015,Body Team 12,False
4677,2015,"Chau, beyond the Lines",False
4678,2015,Claude Lanzmann: Spectres of the Shoah,False
4679,2015,A Girl in the River: The Price of Forgiveness,True
4680,2015,Last Day of Freedom,False
4681,2015,Star Wars: The Force Awakens,False
4682,2015,Embrace of the Serpent,False
4683,2015,Mustang,False
4684,2015,Son of Saul,True
4685,2015,Theeb,False
4686,2015,A War,False
4687,2015,The 100-Year-Old Man Who Climbed out the Window and Disappeared,False
4688,2015,The Hateful Eight,True
4689,2015,Fifty Shades of Grey,False
4690,2015,Racing Extinction,False
4691,2015,Youth,False
4692,2015,The Hunting Ground,False
4693,2015,Spectre,True
4694,2015,Spotlight,True
4695,2015,Bear Story,True
4696,2015,Prologue,False
4697,2015,Sanjay's Super Team,False
4698,2015,We Can't Live without Cosmos,False
4699,2015,World of Tomorrow,False
4700,2015,Ave Maria,False
4701,2015,Day One,False
4702,2015,Everything Will Be Okay (Alles Wird Gut),False
4703,2015,Shok,False
4704,2015,Stutterer,True
4705,2015,Ex Machina,True
4706,2015,The Big Short,True
4707,2015,Straight Outta Compton,False
4708,2016,Manchester by the Sea,True
4709,2016,Captain Fantastic,False
4710,2016,Moonlight,True
4711,2016,Hell or High Water,False
4712,2016,Lion,False
4713,2016,Nocturnal Animals,False
4714,2016,Elle,False
4715,2016,Loving,False
4716,2016,Jackie,False
4717,2016,La La Land,True
4718,2016,Florence Foster Jenkins,False
4719,2016,Fences,True
4720,2016,Hidden Figures,False
4721,2016,Kubo and the Two Strings,False
4722,2016,Moana,False
4723,2016,My Life as a Zucchini,False
4724,2016,The Red Turtle,False
4725,2016,Zootopia,True
4726,2016,Silence,False
4727,2016,Allied,False
4728,2016,Fantastic Beasts and Where to Find Them,True
4729,2016,Fire at Sea,False
4730,2016,I Am Not Your Negro,False
4731,2016,"Life, Animated",False
4732,2016,O.J.: Made in America,True
4733,2016,13th,False
4734,2016,Extremis,False
4735,2016,4.1 Miles,False
4736,2016,Joe's Violin,False
4737,2016,Watani: My Homeland,False
4738,2016,The White Helmets,True
4739,2016,Hacksaw Ridge,True
4740,2016,Land of Mine,False
4741,2016,A Man Called Ove,False
4742,2016,The Salesman,True
4743,2016,Tanna,False
4744,2016,Toni Erdmann,False
4745,2016,Star Trek Beyond,False
4746,2016,Suicide Squad,True
4747,2016,Passengers,False
4748,2016,Trolls,False
4749,2016,Jim: The James Foley Story,False
4750,2016,"Hail, Caesar!",False
4751,2016,Blind Vaysha,False
4752,2016,Borrowed Time,False
4753,2016,Pear Cider and Cigarettes,False
4754,2016,Pearl,False
4755,2016,Piper,True
4756,2016,Ennemis Intérieurs,False
4757,2016,La Femme et le TGV,False
4758,2016,Silent Nights,False
4759,2016,Sing,True
4760,2016,Timecode,False
4761,2016,Arrival,True
4762,2016,Deepwater Horizon,False
4763,2016,Sully,False
4764,2016,Rogue One: A Star Wars Story,False
4765,2016,13 Hours: The Secret Soldiers of Benghazi,False
4766,2016,Doctor Strange,False
4767,2016,The Jungle Book,True
4768,2016,The Lobster,False
4769,2016,20th Century Women,False
4770,2017,Darkest Hour,True
4771,2017,"Roman J. Israel, Esq.",False
4772,2017,The Florida Project,False
4773,2017,All the Money in the World,False
4774,2017,"Three Billboards outside Ebbing, Missouri",True
4775,2017,Lady Bird,False
4776,2017,The Post,False
4777,2017,Mudbound,False
4778,2017,"I, Tonya",True
4779,2017,The Boss Baby,False
4780,2017,The Breadwinner,False
4781,2017,Coco,True
4782,2017,Ferdinand,False
4783,2017,Loving Vincent,False
4784,2017,Blade Runner 2049,True
4785,2017,Beauty and the Beast,False
4786,2017,Phantom Thread,True
4787,2017,Victoria & Abdul,False
4788,2017,The Shape of Water,True
4789,2017,Abacus: Small Enough to Jail,False
4790,2017,Faces Places,False
4791,2017,Icarus,True
4792,2017,Last Men in Aleppo,False
4793,2017,Strong Island,False
4794,2017,Edith+Eddie,False
4795,2017,Heaven Is a Traffic Jam on the 405,True
4796,2017,Heroin(e),False
4797,2017,Knife Skills,False
4798,2017,Traffic Stop,False
4799,2017,Baby Driver,False
4800,2017,Dunkirk,True
4801,2017,A Fantastic Woman,True
4802,2017,The Insult,False
4803,2017,Loveless,False
4804,2017,On Body and Soul,False
4805,2017,The Square,False
4806,2017,Wonder,False
4807,2017,Star Wars: The Last Jedi,False
4808,2017,Marshall,False
4809,2017,The Greatest Showman,False
4810,2017,Dear Basketball,True
4811,2017,Garden Party,False
4812,2017,Lou,False
4813,2017,Negative Space,False
4814,2017,Revolting Rhymes,False
4815,2017,DeKalb Elementary,False
4816,2017,The Eleven O'Clock,False
4817,2017,My Nephew Emmett,False
4818,2017,The Silent Child,True
4819,2017,Watu Wote/All of Us,False
4820,2017,Guardians of the Galaxy Vol. 2,False
4821,2017,Kong: Skull Island,False
4822,2017,War for the Planet of the Apes,False
4823,2017,Call Me by Your Name,True
4824,2017,The Disaster Artist,False
4825,2017,Logan,False
4826,2017,Molly's Game,False
4827,2017,The Big Sick,False
4828,2017,Get Out,True
4829,2018,At Eternity's Gate,False
4830,2018,Bohemian Rhapsody,True
4831,2018,Green Book,True
4832,2018,Can You Ever Forgive Me?,False
4833,2018,The Wife,False
4834,2018,The Favourite,True
4835,2018,If Beale Street Could Talk,True
4836,2018,Incredibles 2,False
4837,2018,Isle of Dogs,False
4838,2018,Mirai,False
4839,2018,Ralph Breaks the Internet,False
4840,2018,Spider-Man: Into the Spider-Verse,True
4841,2018,Cold War,False
4842,2018,Never Look Away,False
4843,2018,Roma,True
4844,2018,The Ballad of Buster Scruggs,False
4845,2018,Black Panther,True
4846,2018,Mary Poppins Returns,False
4847,2018,Mary Queen of Scots,False
4848,2018,Free Solo,True
4849,2018,"Hale County This Morning, This Evening",False
4850,2018,Minding the Gap,False
4851,2018,Of Fathers and Sons,False
4852,2018,RBG,False
4853,2018,Black Sheep,False
4854,2018,End Game,False
4855,2018,Lifeboat,False
4856,2018,A Night at The Garden,False
4857,2018,Period. End of Sentence.,True
4858,2018,Capernaum,False
4859,2018,Shoplifters,False
4860,2018,Border,False
4861,2018,Vice,True
4862,2018,A Star Is Born,True
4863,2018,Animal Behaviour,False
4864,2018,Bao,True
4865,2018,Late Afternoon,False
4866,2018,One Small Step,False
4867,2018,Weekends,False
4868,2018,Detainment,False
4869,2018,Fauve,False
4870,2018,Marguerite,False
4871,2018,Mother,False
4872,2018,Skin,True
4873,2018,A Quiet Place,False
4874,2018,Avengers: Infinity War,False
4875,2018,Christopher Robin,False
4876,2018,First Man,True
4877,2018,Ready Player One,False
4878,2018,Solo: A Star Wars Story,False
4879,2018,BlacKkKlansman,True
4880,2018,First Reformed,False
4881,2019,Pain and Glory,False
4882,2019,Joker,True
4883,2019,The Two Popes,False
4884,2019,A Beautiful Day in the Neighborhood,False
4885,2019,The Irishman,False
4886,2019,Once upon a Time...in Hollywood,True
4887,2019,Harriet,False
4888,2019,Judy,True
4889,2019,Richard Jewell,False
4890,2019,Marriage Story,True
4891,2019,How to Train Your Dragon: The Hidden World,False
4892,2019,I Lost My Body,False
4893,2019,Klaus,False
4894,2019,Missing Link,False
4895,2019,Toy Story 4,True
4896,2019,The Lighthouse,False
4897,2019,1917,True
4898,2019,Little Women,True
4899,2019,Parasite,True
4900,2019,American Factory,True
4901,2019,The Cave,False
4902,2019,The Edge of Democracy,False
4903,2019,For Sama,False
4904,2019,Honeyland,False
4905,2019,In the Absence,False
4906,2019,Learning to Skateboard in a Warzone (If You're a Girl),True
4907,2019,Life Overtakes Me,False
4908,2019,St. Louis Superman,False
4909,2019,Walk Run Cha-Cha,False
4910,2019,Ford v Ferrari,True
4911,2019,Corpus Christi,False
4912,2019,Les Misérables,False
4913,2019,Bombshell,True
4914,2019,Maleficent: Mistress of Evil,False
4915,2019,Star Wars: The Rise of Skywalker,False
4916,2019,Rocketman,True
4917,2019,Breakthrough,False
4918,2019,Frozen II,False
4919,2019,Dcera (Daughter),False
4920,2019,Hair Love,True
4921,2019,Kitbull,False
4922,2019,Memorable,False
4923,2019,Sister,False
4924,2019,Brotherhood,False
4925,2019,Nefta Football Club,False
4926,2019,The Neighbors' Window,True
4927,2019,Saria,False
4928,2019,A Sister,False
4929,2019,Ad Astra,False
4930,2019,Avengers: Endgame,False
4931,2019,The Lion King,False
4932,2019,Jojo Rabbit,True
4933,2019,Knives Out,False
4934,2020,The Father,True
4935,2020,The Trial of the Chicago 7,False
4936,2020,Judas and the Black Messiah,True
4937,2020,One Night in Miami...,False
4938,2020,The United States vs. Billie Holiday,False
4939,2020,Pieces of a Woman,False
4940,2020,Nomadland,True
4941,2020,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,False
4942,2020,Hillbilly Elegy,False
4943,2020,Minari,True
4944,2020,Onward,False
4945,2020,Over the Moon,False
4946,2020,A Shaun the Sheep Movie: Farmageddon,False
4947,2020,Soul,True
4948,2020,Wolfwalkers,False
4949,2020,Mank,True
4950,2020,News of the World,False
4951,2020,Emma,False
4952,2020,Ma Rainey's Black Bottom,True
4953,2020,Mulan,False
4954,2020,Pinocchio,False
4955,2020,Collective,False
4956,2020,Crip Camp,False
4957,2020,The Mole Agent,False
4958,2020,My Octopus Teacher,True
4959,2020,Time,False
4960,2020,Colette,True
4961,2020,A Concerto Is a Conversation,False
4962,2020,Do Not Split,False
4963,2020,Hunger Ward,False
4964,2020,A Love Song for Latasha,False
4965,2020,Sound of Metal,True
4966,2020,Another Round,True
4967,2020,Better Days,False
4968,2020,The Man Who Sold His Skin,False
4969,2020,"Quo Vadis, Aida?",False
4970,2020,Da 5 Bloods,False
4971,2020,Eurovision Song Contest: The Story of Fire Saga,False
4972,2020,The Life Ahead (La Vita Davanti a Se),False
4973,2020,Burrow,False
4974,2020,Genius Loci,False
4975,2020,If Anything Happens I Love You,True
4976,2020,Opera,False
4977,2020,Yes-People,False
4978,2020,Feeling Through,False
4979,2020,The Letter Room,False
4980,2020,The Present,False
4981,2020,Two Distant Strangers,True
