,year_film,film,winner
1696,1958,Grand Canyon,True
1697,1958,The Kiss,False
1698,1958,Snows of Aorangi,False
1699,1958,T Is for Tumbleweed,False
1700,1958,South Pacific,True
1701,1958,A Time to Love and a Time to Die,False
1702,1958,tom thumb,True
1703,1958,Torpedo Run,False
1704,1958,The Horse's Mouth,False
1705,1958,The Goddess,False
1706,1958,The Sheepman,False
1707,1959,Ben-Hur,True
1708,1959,The Last Angry Man,False
1709,1959,Anatomy of a Murder,False
1710,1959,The Young Philadelphians,False
1711,1959,The Nun's Story,False
1712,1959,"Suddenly, Last Summer",False
1713,1959,Room at the Top,True
1714,1959,Imitation of Life,False
1715,1959,The Diary of Anne Frank,True
1716,1959,Career,False
1717,1959,The Big Fisherman,False
1718,1959,Journey to the Center of the Earth,False
1719,1959,North by Northwest,False
1720,1959,The Five Pennies,False
1721,1959,The Gazebo,False
1722,1959,Some Like It Hot,True
1723,1959,The Best of Everything,False
1724,1959,The Race for Space,False
1725,1959,Serengeti Shall Not Die,True
1726,1959,Donald in Mathmagic Land,False
1727,1959,From Generation to Generation,False
1728,1959,Glass,True
1729,1959,On the Beach,False
1730,1959,Black Orpheus,True
1731,1959,The Bridge,False
1732,1959,The Great War,False
1733,1959,Paw,False
1734,1959,The Village on the River,False
1735,1959,Li'l Abner,False
1736,1959,Porgy and Bess,True
1737,1959,Say One for Me,False
1738,1959,Sleeping Beauty,False
1739,1959,The Hanging Tree,False
1740,1959,A Hole in the Head,True
1741,1959,The Young Land,False
1742,1959,Mexicali Shmoes,False
1743,1959,Moonbird,True
1744,1959,Noah's Ark,False
1745,1959,The Violinist,False
1746,1959,Between the Tides,False
1747,1959,The Golden Fish,True
1748,1959,Mysteries of the Deep,False
1749,1959,"The Running, Jumping and Standing-Still Film",False
1750,1959,Skyscraper,False
1751,1959,Libel!,False
1752,1959,The 400 Blows,False
1753,1959,Operation Petticoat,False
1754,1959,Pillow Talk,True
1755,1959,Wild Strawberries,False
1756,1960,Elmer Gantry,True
1757,1960,The Entertainer,False
1758,1960,Inherit the Wind,False
1759,1960,"Murder, Inc.",False
1760,1960,Spartacus,True
1761,1960,Sunrise at Campobello,False
1762,1960,The Sundowners,False
1763,1960,Butterfield 8,True
1764,1960,The Dark at the Top of the Stairs,False
1765,1960,Psycho,False
1766,1960,The Apartment,True
1767,1960,Visit to a Small Planet,False
1768,1960,Cimarron,False
1769,1960,It Started in Naples,False
1770,1960,Pepe,False
1771,1960,Sons and Lovers,True
1772,1960,The Facts of Life,True
1773,1960,The Rise and Fall of Legs Diamond,False
1774,1960,Seven Thieves,False
1775,1960,Can-Can,False
1776,1960,Midnight Lace,False
1777,1960,The Horse with the Flying Tail,True
1778,1960,Rebel in Paradise,False
1779,1960,Beyond Silence,False
1780,1960,A City Called Copenhagen,False
1781,1960,George Grosz' Interregnum,False
1782,1960,Giuseppina,True
1783,1960,Universe,False
1784,1960,Kapo,False
1785,1960,La Vérité,False
1786,1960,Macario,False
1787,1960,The Ninth Circle,False
1788,1960,The Virgin Spring,True
1789,1960,Exodus,True
1790,1960,The Magnificent Seven,False
1791,1960,Bells Are Ringing,False
1792,1960,Let's Make Love,False
1793,1960,Song without End (The Story of Franz Liszt),True
1794,1960,Never on Sunday,True
1795,1960,High Time,False
1796,1960,Goliath II,False
1797,1960,High Note,False
1798,1960,Mouse and Garden,False
1799,1960,Munro,True
1800,1960,A Place in the Sun,False
1801,1960,The Creation of Woman,False
1802,1960,Day of the Painter,True
1803,1960,Islands of the Sea,False
1804,1960,A Sport Is Born,False
1805,1960,The Alamo,True
1806,1960,The Last Voyage,False
1807,1960,The Time Machine,True
1808,1960,Tunes of Glory,False
1809,1960,The Angry Silence,False
1810,1960,"Hiroshima, Mon Amour",False
1811,1961,Fanny,False
1812,1961,Judgment at Nuremberg,True
1813,1961,The Mark,False
1814,1961,West Side Story,True
1815,1961,Pocketful of Miracles,False
1816,1961,Two Women,True
1817,1961,Summer and Smoke,False
1818,1961,The Children's Hour,False
1819,1961,The Roman Spring of Mrs. Stone,False
1820,1961,The Absent Minded Professor,False
1821,1961,The Hustler,True
1822,1961,El Cid,False
1823,1961,Flower Drum Song,False
1824,1961,"One, Two, Three",False
1825,1961,A Majority of One,False
1826,1961,One-Eyed Jacks,False
1827,1961,Claudelle Inglish,False
1828,1961,La Dolce Vita,True
1829,1961,Yojimbo,False
1830,1961,Babes in Toyland,False
1831,1961,Back Street,False
1832,1961,La Grande Olimpiade (Olympic Games 1960),False
1833,1961,Le Ciel et la Boue (Sky Above and Mud Beneath),True
1834,1961,Breaking the Language Barrier,False
1835,1961,Cradle of Genius,False
1836,1961,Kahl,False
1837,1961,L'Uomo in Grigio (The Man in Gray),False
1838,1961,Project Hope,True
1839,1961,The Parent Trap,False
1840,1961,Harry and the Butler,False
1841,1961,Immortal Love,False
1842,1961,The Important Man,False
1843,1961,Placido,False
1844,1961,Through a Glass Darkly,True
1845,1961,Breakfast at Tiffany's,True
1846,1961,Khovanshchina,False
1847,1961,Paris Blues,False
1848,1961,Bachelor in Paradise,False
1849,1961,Town without Pity,False
1850,1961,Aquamania,False
1851,1961,Beep Prepared,False
1852,1961,Ersatz (The Substitute),True
1853,1961,Nelly's Folly,False
1854,1961,The Pied Piper of Guadalupe,False
1855,1961,Ballon Vole (Play Ball!),False
1856,1961,The Face of Jesus,False
1857,1961,Rooftops of New York,False
1858,1961,Seawards the Great Ships,True
1859,1961,"Very Nice, Very Nice",False
1860,1961,The Guns of Navarone,True
1861,1961,Ballad of a Soldier,False
1862,1961,General Della Rovere,False
1863,1961,Lover Come Back,False
1864,1961,Splendor in the Grass,True
1865,1962,Birdman of Alcatraz,False
1866,1962,To Kill a Mockingbird,True
1867,1962,Sweet Bird of Youth,True
1868,1962,Billy Budd,False
1869,1962,The Miracle Worker,True
1870,1962,Long Day's Journey into Night,False
1871,1962,The Manchurian Candidate,False
1872,1962,Period of Adjustment,False
1873,1962,The Pigeon That Took Rome,False
1874,1962,Lawrence of Arabia,True
1875,1962,Mutiny on the Bounty,False
1876,1962,That Touch of Mink,False
1877,1962,The Longest Day,True
1878,1962,Two for the Seesaw,False
1879,1962,Gypsy,False
1880,1962,Hatari!,False
1881,1962,The Man Who Shot Liberty Valance,False
1882,1962,Phaedra,False
1883,1962,What Ever Happened to Baby Jane?,True
1884,1962,Bon Voyage!,False
1885,1962,My Geisha,False
1886,1962,The Wonderful World of the Brothers Grimm,True
1887,1962,David and Lisa,False
1888,1962,Alvorada (Brazil's Changing Face),False
1889,1962,Black Fox,True
1890,1962,Dylan Thomas,True
1891,1962,The John Glenn Story,False
1892,1962,The Road to the Wall,False
1893,1962,Electra,False
1894,1962,The Four Days of Naples,False
1895,1962,Keeper of Promises (The Given Word),False
1896,1962,Sundays and Cybele,True
1897,1962,Tlayucan,False
1898,1962,Freud,False
1899,1962,Taras Bulba,False
1900,1962,Billy Rose's Jumbo,False
1901,1962,Gigot,False
1902,1962,Meredith Willson's The Music Man,True
1903,1962,Days of Wine and Roses,True
1904,1962,Tender Is the Night,False
1905,1962,Walk on the Wild Side,False
1906,1962,The Hole,True
1907,1962,Icarus Montgolfier Wright,False
1908,1962,Now Hear This,False
1909,1962,Self Defense--For Cowards,False
1910,1962,Symposium on Popular Songs,False
1911,1962,Big City Blues,False
1912,1962,The Cadillac,False
1913,1962,The Cliff Dwellers (formerly titled 'One Plus One'),False
1914,1962,Heureux Anniversaire (Happy Anniversary),True
1915,1962,Pan,False
1916,1962,Lolita,False
1917,1962,Divorce--Italian Style,True
1918,1962,Last Year at Marienbad,False
1919,1962,Through a Glass Darkly,False
1920,1963,This Sporting Life,False
1921,1963,Lilies of the Field,True
1922,1963,Twilight of Honor,False
1923,1963,"Captain Newman, M.D.",False
1924,1963,Hud,True
1925,1963,The Cardinal,False
1926,1963,The L-Shaped Room,False
1927,1963,Love with the Proper Stranger,False
1928,1963,The V.I.P.s,True
1929,1963,America America,True
1930,1963,Cleopatra,True
1931,1963,Come Blow Your Horn,False
1932,1963,The Balcony,False
1933,1963,The Caretakers,False
1934,1963,Federico Fellini's 8-1/2,True
1935,1963,The Stripper,False
1936,1963,Toys in the Attic,False
1937,1963,Wives and Lovers,False
1938,1963,The Leopard,False
1939,1963,A New Kind of Love,False
1940,1963,Tom Jones,True
1941,1963,Le Maillon et la Chaine (The Link and the Chain),False
1942,1963,Robert Frost: A Lover's Quarrel with the World,True
1943,1963,Terminus,False
1944,1963,The Yanks Are Coming,False
1945,1963,Chagall,True
1946,1963,The Five Cities of June,False
1947,1963,The Spirit of America,False
1948,1963,Thirty Million Letters,False
1949,1963,To Live Again,False
1950,1963,The Great Escape,False
1951,1963,How the West Was Won,True
1952,1963,Knife in the Water,False
1953,1963,Los Tarantos,False
1954,1963,The Red Lanterns,False
1955,1963,Twin Sisters of Kyoto,False
1956,1963,55 Days at Peking,False
1957,1963,Bye Bye Birdie,False
1958,1963,Irma La Douce,True
1959,1963,Sundays and Cybele,False
1960,1963,The Sword in the Stone,False
1961,1963,Papa's Delicate Condition,True
1962,1963,Charade,False
1963,1963,Mondo Cane,False
1964,1963,Automania 2000,False
1965,1963,The Critic,True
1966,1963,The Game (Igra),False
1967,1963,My Financial Career,False
1968,1963,Pianissimo,False
1969,1963,The Concert,False
1970,1963,Home-Made Car,False
1971,1963,An Occurrence at Owl Creek Bridge,True
1972,1963,Six-Sided Triangle,False
1973,1963,That's Me,False
1974,1963,A Gathering of Eagles,False
1975,1963,"It's a Mad, Mad, Mad, Mad World",True
1976,1963,The Birds,False
1977,1963,The Four Days of Naples,False
1978,1964,My Fair Lady,True
1979,1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False
1980,1964,Seven Days in May,False
1981,1964,The Best Man,False
1982,1964,Topkapi,True
1983,1964,Mary Poppins,True
1984,1964,The Pumpkin Eater,False
1985,1964,Marriage Italian Style,False
1986,1964,The Unsinkable Molly Brown,False
1987,1964,Seance on a Wet Afternoon,False
1988,1964,The Chalk Garden,False
1989,1964,Zorba the Greek,True
1990,1964,"Hush...Hush, Sweet Charlotte",False
1991,1964,The Americanization of Emily,False
1992,1964,What a Way to Go!,False
1993,1964,Fate Is the Hunter,False
1994,1964,Cheyenne Autumn,False
1995,1964,A House Is Not a Home,False
1996,1964,Kisses for My President,False
1997,1964,The Night of the Iguana,True
1998,1964,The Visit,False
1999,1964,The Finest Hours,False
2000,1964,Four Days in November,False
2001,1964,The Human Dutch,False
2002,1964,Jacques-Yves Cousteau's World without Sun,True
2003,1964,"Over There, 1914-18",False
2004,1964,Breaking the Habit,False
2005,1964,Children Without,False
2006,1964,Kenojuak,False
2007,1964,Nine from Little Rock,True
2008,1964,140 Days under the World,False
2009,1964,Raven's End,False
2010,1964,Sallah,False
2011,1964,The Umbrellas of Cherbourg,False
2012,1964,Woman in the Dunes,False
2013,1964,"Yesterday, Today and Tomorrow",True
2014,1964,The Fall of the Roman Empire,False
2015,1964,The Pink Panther,False
2016,1964,A Hard Day's Night,False
2017,1964,Robin and the 7 Hoods,False
2018,1964,Dear Heart,False
2019,1964,Where Love Has Gone,False
2020,1964,Christmas Cracker,False
2021,1964,How to Avoid Friendship,False
2022,1964,Nudnik #2,False
2023,1964,The Pink Phink,True
2024,1964,Casals Conducts: 1964,True
2025,1964,Help! My Snowman's Burning Down,False
2026,1964,The Legend of Jimmy Blue Eyes,False
2027,1964,Goldfinger,True
2028,1964,The Lively Set,False
2029,1964,7 Faces of Dr. Lao,False
2030,1964,Becket,True
2031,1964,Father Goose,True
2032,1964,"One Potato, Two Potato",False
2033,1964,The Organizer,False
2034,1964,That Man from Rio,False
2035,1965,The Spy Who Came In from the Cold,False
2036,1965,Cat Ballou,True
2037,1965,Othello,False
2038,1965,The Pawnbroker,False
2039,1965,A Thousand Clowns,True
2040,1965,The Flight of the Phoenix,False
2041,1965,Darling,True
2042,1965,The Collector,False
2043,1965,Inside Daisy Clover,False
2044,1965,A Patch of Blue,True
2045,1965,King Rat,False
2046,1965,Ship of Fools,True
2047,1965,The Slender Thread,False
2048,1965,The Agony and the Ecstasy,False
2049,1965,Doctor Zhivago,True
2050,1965,The Greatest Story Ever Told,False
2051,1965,In Harm's Way,False
2052,1965,Morituri,False
2053,1965,A Rage to Live,False
2054,1965,The Sound of Music,True
2055,1965,Woman in the Dunes,False
2056,1965,The Battle of the Bulge...The Brave Rifles,False
2057,1965,The Eleanor Roosevelt Story,True
2058,1965,The Forth Road Bridge,False
2059,1965,Let My People Go,False
2060,1965,To Die in Madrid,False
2061,1965,Mural on Our Street,False
2062,1965,Ouverture,False
2063,1965,Point of View,False
2064,1965,To Be Alive!,True
2065,1965,Yeats Country,False
2066,1965,Blood on the Land,False
2067,1965,Dear John,False
2068,1965,Kwaidan,False
2069,1965,Marriage Italian Style,False
2070,1965,The Shop on Main Street,True
2071,1965,The Umbrellas of Cherbourg,False
2072,1965,The Pleasure Seekers,False
2073,1965,The Sandpiper,True
2074,1965,What's New Pussycat?,False
2075,1965,Clay or The Origin of Species,False
2076,1965,The Dot and the Line,True
2077,1965,The Thieving Magpie (La Gazza Ladra),False
2078,1965,The Chicken (Le Poulet),True
2079,1965,Fortress of Peace,False
2080,1965,Skaterdater,False
2081,1965,Snow,False
2082,1965,Time Piece,False
2083,1965,Shenandoah,False
2084,1965,The Great Race,True
2085,1965,Von Ryan's Express,False
2086,1965,Thunderball,True
2087,1965,Casanova '70,False
2088,1965,Those Magnificent Men in Their Flying Machines,False
2089,1965,The Train,False
2090,1966,The Russians Are Coming The Russians Are Coming,False
2091,1966,Alfie,False
2092,1966,The Sand Pebbles,False
2093,1966,A Man for All Seasons,True
2094,1966,Georgy Girl,False
2095,1966,The Fortune Cookie,True
2096,1966,The Shop on Main Street,False
2097,1966,Morgan!,False
2098,1966,Who's Afraid of Virginia Woolf?,True
2099,1966,Hawaii,False
2100,1966,You're a Big Boy Now,False
2101,1966,The Gospel According to St. Matthew,False
2102,1966,Is Paris Burning?,False
2103,1966,Mister Buddwing,False
2104,1966,Fantastic Voyage,True
2105,1966,Gambit,False
2106,1966,Juliet of the Spirits,False
2107,1966,The Oscar,False
2108,1966,Seconds,False
2109,1966,The Professionals,False
2110,1966,Mandragola,False
2111,1966,Blow-Up,False
2112,1966,The Face of Genius,False
2113,1966,Helicopter Canada,False
2114,1966,Le Volcan Interdit (The Forbidden Volcano),False
2115,1966,The Really Big Family,False
2116,1966,The War Game,True
2117,1966,Adolescence,False
2118,1966,Cowboy,False
2119,1966,The Odds Against,False
2120,1966,Saint Matthew Passion,False
2121,1966,A Year toward Tomorrow,True
2122,1966,Grand Prix,True
2123,1966,The Battle of Algiers,False
2124,1966,Loves of a Blonde,False
2125,1966,A Man and a Woman,True
2126,1966,Pharaoh,False
2127,1966,Three,False
2128,1966,The Bible,False
2129,1966,Born Free,True
2130,1966,A Funny Thing Happened on the Way to the Forum,True
2131,1966,Return of the Seven,False
2132,1966,The Singing Nun,False
2133,1966,Stop the World--I Want to Get Off,False
2134,1966,An American Dream,False
2135,1966,The Drag,False
2136,1966,Herb Alpert and the Tijuana Brass Double Feature,True
2137,1966,The Pink Blueprint,False
2138,1966,Turkey the Bridge,False
2139,1966,Wild Wings,True
2140,1966,The Winning Strain,False
2141,1966,Khartoum,False
2142,1966,The Naked Prey,False
2143,1967,In the Heat of the Night,True
2144,1967,Cool Hand Luke,True
2145,1967,The Whisperers,False
2146,1967,Wait until Dark,False
2147,1967,Guess Who's Coming to Dinner,True
2148,1967,Barefoot in the Park,False
2149,1967,Bonnie and Clyde,True
2150,1967,Camelot,True
2151,1967,The Taming of the Shrew,False
2152,1967,In Cold Blood,False
2153,1967,The Happiest Millionaire,False
2154,1967,The Graduate,True
2155,1967,The Anderson Platoon,True
2156,1967,Festival,False
2157,1967,Harvest,False
2158,1967,A King's Story,False
2159,1967,A Time for Burning,False
2160,1967,Monument to the Dream,False
2161,1967,The Redwoods,True
2162,1967,See You at the Pillar,False
2163,1967,While I Run This Race,False
2164,1967,Beach Red,False
2165,1967,Closely Watched Trains,True
2166,1967,El Amor Brujo,False
2167,1967,I Even Met Happy Gypsies,False
2168,1967,Live for Life,False
2169,1967,Portrait of Chieko,False
2170,1967,Far from the Madding Crowd,False
2171,1967,Thoroughly Modern Millie,True
2172,1967,Valley of the Dolls,False
2173,1967,The Jungle Book,False
2174,1967,Banning,False
2175,1967,Casino Royale,False
2176,1967,Doctor Dolittle,True
2177,1967,The Box,True
2178,1967,Hypothese Beta,False
2179,1967,What on Earth!,False
2180,1967,Paddle to the Sea,False
2181,1967,A Place to Stand,True
2182,1967,Sky over Holland,False
2183,1967,"Stop, Look and Listen",False
2184,1967,The Dirty Dozen,True
2185,1967,Tobruk,False
2186,1967,Ulysses,False
2187,1967,Divorce American Style,False
2188,1967,La Guerre Est Finie,False
2189,1967,Two for the Road,False
2190,1968,The Heart Is a Lonely Hunter,False
2191,1968,The Fixer,False
2192,1968,Charly,True
2193,1968,The Subject Was Roses,True
2194,1968,Faces,False
2195,1968,Star!,False
2196,1968,The Lion in Winter,True
2197,1968,Isadora,False
2198,1968,Funny Girl,True
2199,1968,"Rachel, Rachel",False
2200,1968,Rosemary's Baby,True
2201,1968,Oliver!,True
2202,1968,The Shoes of the Fisherman,False
2203,1968,Ice Station Zebra,False
2204,1968,Romeo and Juliet,True
2205,1968,Planet of the Apes,False
2206,1968,The Battle of Algiers,False
2207,1968,A Few Notes on Our Food Problem,False
2208,1968,Journey into Self,True
2209,1968,The Legendary Champions,False
2210,1968,Other Voices,False
2211,1968,Young Americans,False
2212,1968,The House That Ananda Built,False
2213,1968,The Revolving Door,False
2214,1968,A Space to Grow,False
2215,1968,A Way Out of the Wilderness,False
2216,1968,Why Man Creates,True
2217,1968,Bullitt,True
2218,1968,The Odd Couple,False
2219,1968,Wild in the Streets,False
2220,1968,The Boys of Paul Street,False
2221,1968,The Firemen's Ball,False
2222,1968,The Girl with the Pistol,False
2223,1968,Stolen Kisses,False
2224,1968,War and Peace,True
2225,1968,The Fox,False
2226,1968,Finian's Rainbow,False
2227,1968,The Young Girls of Rochefort,False
2228,1968,Chitty Chitty Bang Bang,False
2229,1968,For Love of Ivy,False
2230,1968,The Thomas Crown Affair,True
2231,1968,The House That Jack Built,False
2232,1968,The Magic Pear Tree,False
2233,1968,Windy Day,False
2234,1968,Winnie the Pooh and the Blustery Day,True
2235,1968,The Dove,False
2236,1968,Duo,False
2237,1968,Prelude,False
2238,1968,Robert Kennedy Remembered,True
2239,1968,2001: A Space Odyssey,True
2240,1968,Hot Millions,False
2241,1968,The Producers,True
2242,1969,"Goodbye, Mr. Chips",False
2243,1969,True Grit,True
2244,1969,The Reivers,False
2245,1969,Bob & Carol & Ted & Alice,False
2246,1969,Easy Rider,False
2247,1969,"They Shoot Horses, Don't They?",True
2248,1969,The Sterile Cuckoo,False
2249,1969,The Happy Ending,False
2250,1969,The Prime of Miss Jean Brodie,True
2251,1969,Last Summer,False
2252,1969,Cactus Flower,True
2253,1969,"Gaily, Gaily",False
2254,1969,"Hello, Dolly!",True
2255,1969,Sweet Charity,False
2256,1969,Butch Cassidy and the Sundance Kid,True
2257,1969,Anne of the Thousand Days,True
2258,1969,Alice's Restaurant,False
2259,1969,Midnight Cowboy,True
2260,1969,Arthur Rubinstein - The Love of Life,True
2261,1969,Before the Mountain Was Moved,False
2262,1969,In the Year of the Pig,False
2263,1969,The Olympics in Mexico,False
2264,1969,The Wolf Men,False
2265,1969,Czechoslovakia 1968,True
2266,1969,An Impression of John Steinbeck: Writer,False
2267,1969,Jenny Is a Good Thing,False
2268,1969,Leo Beuerman,False
2269,1969,The Secret of Santa Vittoria,False
2270,1969,Z,True
2271,1969,Ådalen '31,False
2272,1969,The Battle of Neretva,False
2273,1969,The Brothers Karamazov,False
2274,1969,My Night at Maud's,False
2275,1969,The Wild Bunch,False
2276,1969,Paint Your Wagon,False
2277,1969,It's Tough to Be a Bird,True
2278,1969,Of Men and Demons,False
2279,1969,Walking,False
2280,1969,Blake,False
2281,1969,The Magic Machines,True
2282,1969,People Soup,False
2283,1969,"Krakatoa, East of Java",False
2284,1969,Marooned,True
2285,1969,"Goodbye, Columbus",False
2286,1969,The Damned,False
2287,1970,I Never Sang for My Father,False
2288,1970,The Great White Hope,False
2289,1970,Five Easy Pieces,False
2290,1970,Patton,True
2291,1970,Little Big Man,False
2292,1970,Ryan's Daughter,True
2293,1970,Women in Love,True
2294,1970,Diary of a Mad Housewife,False
2295,1970,The Landlord,False
2296,1970,Airport,True
2297,1970,The Molly Maguires,False
2298,1970,Scrooge,False
2299,1970,Cromwell,True
2300,1970,Darling Lili,False
2301,1970,The Hawaiians,False
2302,1970,Fellini Satyricon,False
2303,1970,Chariots of the Gods,False
2304,1970,Jack Johnson,False
2305,1970,King: A Filmed Record...Montgomery to Memphis,False
2306,1970,Say Goodbye,False
2307,1970,Woodstock,True
2308,1970,The Gifts,False
2309,1970,Interviews with My Lai Veterans,True
2310,1970,A Long Way from Nowhere,False
2311,1970,Oisin,False
2312,1970,Time Is Running Out,False
2313,1970,First Love,False
2314,1970,Hoa-Binh,False
2315,1970,Investigation of a Citizen above Suspicion,True
2316,1970,Paix Sur Les Champs,False
2317,1970,Tristana,False
2318,1970,Love Story,True
2319,1970,Sunflower,False
2320,1970,The Baby Maker,False
2321,1970,A Boy Named Charlie Brown,False
2322,1970,Let It Be,True
2323,1970,Lovers and Other Strangers,True
2324,1970,Pieces of Dreams,False
2325,1970,Madron,False
2326,1970,The Further Adventures of Uncle Sam: Part Two,False
2327,1970,Is It Always Right to Be Right?,True
2328,1970,The Shepherd,False
2329,1970,The Resurrection of Broncho Billy,True
2330,1970,Shut Up...I'm Crying,False
2331,1970,Sticky My Fingers...Fleet My Feet,False
2332,1970,Tora! Tora! Tora!,True
2333,1970,M*A*S*H,True
2334,1970,Joe,False
2335,1970,My Night at Maud's,False
2336,1971,Sunday Bloody Sunday,False
2337,1971,The French Connection,True
2338,1971,Kotch,False
2339,1971,Sometimes a Great Notion,False
2340,1971,The Last Picture Show,True
2341,1971,McCabe & Mrs. Miller,False
2342,1971,Klute,True
2343,1971,"Mary, Queen of Scots",False
2344,1971,Carnal Knowledge,False
2345,1971,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?,False
2346,1971,The Go-Between,False
2347,1971,The Andromeda Strain,False
2348,1971,Nicholas and Alexandra,True
2349,1971,Fiddler on the Roof,True
2350,1971,Death in Venice,False
2351,1971,What's the Matter with Helen?,False
2352,1971,A Clockwork Orange,False
2353,1971,Alaska Wilderness Lake,False
2354,1971,The Hellstrom Chronicle,True
2355,1971,On Any Sunday,False
2356,1971,The RA Expeditions,False
2357,1971,The Sorrow and the Pity,False
2358,1971,Adventures in Perception,False
2359,1971,Art Is...,False
2360,1971,The Numbers Start with the River,False
2361,1971,Sentinels of Silence,True
2362,1971,Somebody Waiting,False
2363,1971,Dodes'ka-Den,False
2364,1971,The Emigrants,False
2365,1971,The Garden of the Finzi Continis,True
2366,1971,The Policeman,False
2367,1971,Tchaikovsky,False
2368,1971,Straw Dogs,False
2369,1971,Summer of '42,True
2370,1971,The Boy Friend,False
2371,1971,Willy Wonka and the Chocolate Factory,False
2372,1971,Bless the Beasts & Children,False
2373,1971,Shaft,True
2374,1971,The Crunch Bird,True
2375,1971,Evolution,False
2376,1971,The Selfish Giant,False
2377,1971,Good Morning,False
2378,1971,The Rehearsal,False
2379,1971,Diamonds Are Forever,False
2380,1971,Bedknobs and Broomsticks,True
2381,1971,When Dinosaurs Ruled the Earth,False
2382,1971,The Conformist,False
2383,1971,The Hospital,True
2384,1971,Investigation of a Citizen above Suspicion,False
2385,1972,The Godfather,True
2386,1972,Sleuth,False
2387,1972,The Ruling Class,False
2388,1972,Sounder,False
2389,1972,The Heartbreak Kid,False
2390,1972,Cabaret,True
2391,1972,Lady Sings the Blues,False
2392,1972,The Emigrants,False
2393,1972,Butterflies Are Free,True
2394,1972,Pete 'n' Tillie,False
2395,1972,Fat City,False
2396,1972,Young Winston,False
2397,1972,1776,False
2398,1972,Travels with My Aunt,True
2399,1972,Deliverance,False
2400,1972,Ape and Super-Ape,False
2401,1972,Malcolm X,False
2402,1972,Manson,False
2403,1972,Marjoe,True
2404,1972,The Silent Revolution,False
2405,1972,Hundertwasser's Rainy Day,False
2406,1972,K-Z,False
2407,1972,Selling Out,False
2408,1972,This Tiny World,True
2409,1972,The Tide of Traffic,False
2410,1972,The Hot Rock,False
2411,1972,The Dawns Here Are Quiet,False
2412,1972,The Discreet Charm of the Bourgeoisie,True
2413,1972,I Love You Rosa,False
2414,1972,My Dearest Señorita,False
2415,1972,The New Land,False
2416,1972,images,False
2417,1972,Limelight,True
2418,1972,Napoleon and Samantha,False
2419,1972,Man of La Mancha,False
2420,1972,Ben,False
2421,1972,The Little Ark,False
2422,1972,The Life and Times of Judge Roy Bean,False
2423,1972,The Poseidon Adventure,True
2424,1972,The Stepmother,False
2425,1972,A Christmas Carol,True
2426,1972,Kama Sutra Rides Again,False
2427,1972,Tup Tup,False
2428,1972,Frog Story,False
2429,1972,Norman Rockwell's World...An American Dream,True
2430,1972,Solo,False
2431,1972,The Candidate,True
2432,1972,Murmur of the Heart,False
2433,1973,Last Tango in Paris,False
2434,1973,Save the Tiger,True
2435,1973,The Last Detail,False
2436,1973,Serpico,False
2437,1973,Bang the Drum Slowly,False
2438,1973,The Paper Chase,True
2439,1973,A Touch of Class,True
2440,1973,Cinderella Liberty,False
2441,1973,"Summer Wishes, Winter Dreams",False
2442,1973,American Graffiti,False
2443,1973,Paper Moon,True
2444,1973,Brother Sun Sister Moon,False
2445,1973,The Sting,True
2446,1973,Tom Sawyer,False
2447,1973,Cries and Whispers,True
2448,1973,Jonathan Livingston Seagull,False
2449,1973,Ludwig,False
2450,1973,Always a New Beginning,False
2451,1973,Battle of Berlin,False
2452,1973,The Great American Cowboy,True
2453,1973,Journey to the Outer Limits,False
2454,1973,Walls of Fire,False
2455,1973,Background,False
2456,1973,Children at Work (Paisti Ag Obair),False
2457,1973,Christo's Valley Curtain,False
2458,1973,Four Stones for Kanemitsu,False
2459,1973,Princeton: A Search for Answers,True
2460,1973,The Day of the Jackal,False
2461,1973,Day for Night,True
2462,1973,The House on Chelouche Street,False
2463,1973,L'Invitation,False
2464,1973,The Pedestrian,False
2465,1973,Turkish Delight,False
2466,1973,The Day of the Dolphin,False
2467,1973,Papillon,False
2468,1973,The Way We Were,True
2469,1973,Jesus Christ Superstar,False
2470,1973,Live and Let Die,False
2471,1973,Robin Hood,False
2472,1973,Frank Film,True
2473,1973,The Legend of John Henry,False
2474,1973,Pulcinella,False
2475,1973,The Bolero,True
2476,1973,Clockmaker,False
2477,1973,Life Times Nine,False
2478,1973,The Exorcist,True
2479,1974,Harry and Tonto,True
2480,1974,Lenny,False
2481,1974,Thunderbolt and Lightfoot,False
2482,1974,The Godfather Part II,True
2483,1974,Alice Doesn't Live Here Anymore,True
2484,1974,Claudine,False
2485,1974,A Woman under the Influence,False
2486,1974,Murder on the Orient Express,True
2487,1974,Day for Night,False
2488,1974,Blazing Saddles,False
2489,1974,The Island at the Top of the World,False
2490,1974,The Towering Inferno,True
2491,1974,Daisy Miller,False
2492,1974,The Great Gatsby,True
2493,1974,Antonia: A Portrait of the Woman,False
2494,1974,The Challenge...A Tribute to Modern Art,False
2495,1974,The 81st Blow,False
2496,1974,Hearts and Minds,True
2497,1974,The Wild and the Brave,False
2498,1974,City Out of Wilderness,False
2499,1974,Don't,True
2500,1974,Exploratorium,False
2501,1974,John Muir's High Sierra,False
2502,1974,Naked Yoga,False
2503,1974,The Longest Yard,False
2504,1974,Amarcord,True
2505,1974,Cats' Play,False
2506,1974,The Deluge,False
