Index,id,original_title,popularity,budget,revenue,release_date,popularity,vote_average,runtime,top_casts_popularity_avg,casts_popularity_sum,top_cast_popularity,top_crews_popularity_avg,crews_popularity_sum,top_crew_popularity
15506,630240,Titane,49.902,6600000,5115725,2021,44.999,6.456,108,3.098428571,33.302,7.999,1.994857143,35.524,3.4
15507,630322,Battle at Big Rock,9.359,,,2019,11.265,6.944,11,4.851142857,33.958,23.547,4.069142857,40.503,8.212
15508,630392,The Cursed,13.43,,4588389,2021,24.41,6.9,111,14.70114286,146.965,52.487,1.905714286,21.978,2.061
15509,630566,Clouds,15.983,,,2020,16.224,8.299,121,13.66542857,120.333,22.966,4.433428571,50.52,8.354
15510,630586,Wrong Turn,57.554,,3777969,2021,74.373,5.998,110,10.79728571,107.498,23.498,3.122,94.445,4.846
15511,630639,高校教師・成熟,38.005,,,1985,59.337,6,69,6.882,48.774,30.003,1.089142857,10.624,2.627
15512,630766,A Night of Horror: Nightmare Radio,10.088,,,2020,10.9,5.6,100,2.173142857,23.462,3.554,1.006,15.447,1.4
15513,630940,女教師日記２　暴かれた性,29.61,,,1996,26.733,,82,1.079666667,3.239,1.463,0.692142857,5.445,1.166
15514,631021,Deviant Love,8.277,,,2019,4.426,4.833,86,5.455571429,41.824,11.401,2.332571429,26.536,4.371
15515,631060,Things Heard & Seen,14.897,,,2021,15.71,5.763,121,26.14857143,239.837,56.707,2.062857143,44.108,3.434
15516,631132,ゴブリンスレイヤー -GOBLIN'S CROWN-,55.842,,,2020,57.602,7.35,85,6.281,54.208,7.547,1.896285714,65.183,4.439
15517,631143,QT8: The First Eight,10.437,,101346,2019,15.236,7.204,103,49.22742857,1188.616,66.781,0.6,11.4,0.6
15518,631318,女教師日記3 秘められた性,20.741,,,1997,23.373,3,74,5.435666667,16.307,9.954,0.6,1.8,0.6
15519,631330,女子高生物語 淫らな果実,45.212,,,1997,33.746,6.75,,2.7802,13.901,7.241,0.888833333,5.333,1.646
15520,631842,Knock at the Cabin,1295.922,20000000,52000000,2023,1198.349,6.431,100,19.75157143,159.865,46.084,8.290571429,102.942,14.74
15521,631843,Old,47.808,18000000,90146510,2021,64.277,6.439,108,18.54171429,217.409,28.628,6.436571429,89.173,12.022
15522,631939,The Legion,13.142,,,2020,14.371,6.1,96,11.26,82.008,30.084,1.2215,2.443,1.594
15523,631947,La Llorona,19.759,,,2022,20.304,4.7,98,8.179714286,57.258,24.203,1.765714286,17.16,3.1
15524,631969,Kingsman: The Blue Blood,14.769,,,,16.045,,,24.6765,49.353,29.417,9.252,9.252,9.252
15525,631997,愛なき森で叫べ,12.529,,,2019,14.639,6.5,151,4.221714286,63.985,7.011,2.424285714,18.77,4.59
15526,632065,House Party,63.057,,,2023,56.344,6.364,100,10.12657143,168.29,14.16,1.912,22.021,3.971
15527,632304,The Beach House,18.361,,,2020,13.712,5.546,88,5.911857143,42.583,13.411,0.727428571,16.492,0.98
15528,632309,The Assent,10.553,,,2020,8.245,6,89,3.036714286,26.749,6.523,1.0975,4.39,1.4
15529,632322,All My Life,14.718,25000000,2000000,2020,13.92,7.947,93,10.25085714,98.706,16.765,2.254428571,17.581,6.125
15530,632357,The Unholy,69.172,10000000,30833138,2021,74.818,6.708,99,16.84742857,151.987,38.398,4.526428571,97.582,12.509
15531,632617,C'mon C'mon,14.4,8300000,4300000,2021,16.704,7.278,109,5.757142857,58.865,15.76,2.064857143,57.485,2.696
15532,632618,Crímenes de familia,8.077,,,2020,9.298,6.394,99,2.522857143,24.485,4.737,0.840285714,8.882,1.202
15533,632632,映画 ギヴン,23.257,,,2020,21.254,8.28,60,10.1508,50.754,22.607,1.616285714,46.675,2.042
15534,632666,Unpregnant,12.048,,,2020,9.448,7.162,104,12.52,118.544,36.229,3.498428571,184.817,6.125
15535,632727,Texas Chainsaw Massacre,55.143,20000000,,2022,55.484,5.231,83,10.79728571,99.348,17.82,3.217142857,83.822,3.808
15536,632856,Spirited,43.526,75000000,,2022,38.485,7.027,127,21.61557143,250.861,66.915,4.015714286,44.534,7.304
15537,632931,El silencio del pantano,11.168,,,2019,9.662,5.305,92,6.371857143,60.753,17.073,0.818571429,11.73,1.22
15538,633515,De Slag om de Schelde,19.536,14000000,,2021,21.816,7.122,124,10.07614286,126.755,25.516,2.032571429,44.631,2.614
15539,633604,Yummy,14.698,,,2019,12.161,6.296,90,3.098428571,35.698,5.028,0.693714286,10.256,1.128
15540,633802,Приворот. Чёрное венчание,36.741,,532054,2021,34.645,6.763,92,3.802285714,32.148,8.907,1.136428571,12.807,1.96
15541,633844,鹿の王 ユナと約束の旅,41.297,,,2021,46.062,6.486,113,4.599428571,39.041,5.265,3.183571429,83.636,6.798
15542,633908,The Stand In,8.723,,,2020,9.884,5.5,101,15.04028571,178.928,31.623,12.943,38.829,31.623
15543,633951,Confessions,12.888,,,2022,10.577,6.618,109,2.016714286,19.007,3.029,0.871666667,2.615,1.363
15544,633954,Le guide de la famille parfaite,13.247,,,2021,15.313,6.5,102,2.421,68.526,3.385,1.199,10.193,1.96
15545,634210,The Monkey King: The Legend Begins,16.558,20000000,,2022,12.559,6.063,90,16.00985714,122.909,64.056,1.264428571,10.051,3.263
15546,634233,Class Action Park,8.209,,,2020,9.298,6.605,90,5.142714286,37.199,20.906,0.6,12.6,0.6
15547,634336,Uncanny Annie,8.239,,,2019,9.347,6.16,80,4.544142857,34.222,12.046,0.913285714,11.793,1.815
15548,634429,シン・ウルトラマン,28.71,5900000,33800000,2022,29.85,7.1,118,9.437428571,95.273,20.723,4.670714286,51.301,5.315
15549,634521,約束のネバーランド,8.02,,,2020,6.353,7.458,119,8.199857143,59.199,17.146,0.8155,3.262,1.322
15550,634524,Badland,14.055,,,2019,9.754,6.273,117,11.24485714,84.156,16.651,0.997,1.994,0.997
15551,634528,The Marksman,50.689,23000000,23076711,2021,57.977,6.924,108,24.58814286,225.003,77.831,2.099571429,49.912,2.573
15552,634544,Uncle Frank,11.501,,,2020,10.868,7.435,95,23.29314286,186.246,40.082,3.069571429,32.132,4.603
15553,634649,Spider-Man: No Way Home,366.156,200000000,1921847111,2021,337.818,8.012,148,54.79385714,781.346,94.652,9.931142857,232.645,13.788
15554,635012,Long Weekend,9.3,,,2021,7.223,7.6,91,11.07257143,87.837,20.081,2.795285714,27.788,13.116
15555,635199,犬鳴村,15.69,,12175665,2020,15.912,5.986,108,7.909428571,64.025,26.219,2.174428571,16.421,4.853
15556,635237,Arthur & Merlin: Knights of Camelot,14.025,,,2020,14.83,5.3,91,3.318,37.515,6.548,0.822,6.354,1.4
15557,635302,劇場版「鬼滅の刃」無限列車編,479.628,15800000,503063688,2020,421.827,8.252,117,17.34971429,313.899,28.101,4.739714286,224.49,6.221
15558,635389,姜子牙,9.343,,240656068,2020,10.917,7.3,105,2.579857143,24.284,4.346,0.613428571,5.494,0.694
15559,635731,Pig,20.384,,3889432,2021,16.151,6.664,91,19.37828571,156.982,85.61,13.26514286,121.98,85.61
15560,635744,Jarhead: Law of Return,17.13,,,2019,16.972,6.5,103,14.96614286,114.859,47.562,2.952714286,22.639,5.896
15561,635891,Clerks III,20.58,7000000,,2022,19.784,6.124,100,22.98585714,335.416,34.961,6.065,48.538,9.205
15562,635910,The Last Voyage of the Demeter,8.072,,,2023,11.142,,,7.299142857,68.193,14.989,2.972285714,51.436,3.695
15563,635918,Dating Amber,8.619,,,2020,9.785,7.2,92,5.587714286,57.353,10.812,1.120857143,14.446,3.776
15564,636565,L'incredibile storia dell'isola delle rose,15.212,8000000,,2020,12.492,7,120,8.756,78.257,23.018,2.437,34.067,2.935
15565,636879,A Nun's Curse,28.663,,,2020,22.737,6.391,73,1.974285714,18.02,6.797,0.6,2.4,0.6
15566,636963,映画スター☆トゥインクルプリキュア 星のうたに想いをこめて,10.71,,,2019,7.347,6.375,72,7.190571429,67.271,11.477,0.93,7.11,1.7
15567,637053,Shithouse,10.861,80000,18370,2020,9.004,7.1,102,9.818142857,85.286,14.561,2.423428571,38.744,4.798
15568,637157,The Main Event,10.14,,,2020,10.897,6.8,102,9.163,116.018,12.19,1.167285714,31.188,1.539
15569,637202,Fate/Grand Order -神聖円卓領域キャメロット- 前編 Wandering; Agateram,38.672,2000000,3607899,2020,36.258,7.231,90,12.51871429,176.68,24.35,3.817142857,114.598,10.156
15570,637462,Fate/Grand Order -神聖円卓領域キャメロット-後編 Paladin; Agateram,69.276,,,2021,64.229,5.824,96,11.93757143,133.544,24.35,4.269285714,189.917,10.531
15571,637534,BAC Nord,27.837,14479740,,2021,39.032,7.444,105,6.839571429,56.412,11.619,1.578142857,17.875,3.702
15572,637536,Chị Chị Em Em,8.612,,,2019,8.616,7.5,104,1.98775,7.951,2.728,1.526666667,9.16,2.423
15573,637649,Wrath of Man,91.34,40000000,103966489,2021,106.035,7.675,119,37.03971429,397.161,126.384,14.56571429,232.06,26.758
15574,637693,Spirit Untamed,57.501,30000000,17635215,2021,56.828,7.4,88,29.72785714,259.702,44.239,1.481,11.567,4.217
15575,637920,7. Koğuştaki Mucize,33.535,,19289062,2019,29.587,8.271,132,8.131571429,92.901,13.134,1.295428571,19.268,2.815
15576,637969,Ravage,16.081,,,2020,8.847,5.705,84,7.821857143,57.917,14.548,0.903714286,17.726,1.566
15577,638045,The Toll,9.116,,,2021,8.618,5.6,80,3.716285714,34.272,7.783,1.685142857,17.796,4.222
15578,638134,Pets United,26.475,,,2019,26.052,5.9,89,7.027285714,50.409,28.504,0.896571429,6.276,2.228
15579,638449,The Last Letter from Your Lover,14.565,,1451974,2021,17.079,7.526,110,15.01628571,147.052,23.463,8.997714286,87.393,23.463
15580,638507,How to Train Your Dragon: Homecoming,50.396,,,2019,52.401,8.078,22,22.3762,111.881,64.394,1.071,4.284,1.435
15581,638566,Naruto to Boruto: The Live 2019,32.182,,,2019,29.707,7.5,174,,,,,,
15582,638597,Yes Day,20.128,,,2021,20.673,6.775,86,28.26471429,310.235,130.942,4.532857143,56.572,17.862
15583,638974,Murder Mystery 2,66.093,,,2023,100.426,7.1,89,26.73228571,217.381,40.282,21.95357143,218.666,43.996
15584,639289,Crossword Mysteries: Abracadaver,8.574,,,2020,4.68,8.305,80,10.06985714,96.712,21.778,5.240714286,79.426,21.778
15585,639477,American Hunt,9.138,,,2019,5.179,6.7,80,1.507333333,9.044,3.795,2.188,2.188,2.188
15586,639557,悬崖之上,10.845,,172919448,2021,11.024,6.9,120,5.643142857,61.141,8.855,2.329,20.503,4.667
15587,639721,The Addams Family 2,82.888,,119815153,2021,80.288,7.074,93,26.60228571,234.702,44.814,4.398,63.313,11.26
15588,639798,Malasaña 32,14.717,,,2020,20.964,6.5,105,3.484857143,37.313,6.693,1.554,32.906,2.472
15589,639838,Cruel Fixation,23.426,,,2019,26.68,6.9,90,6.902,51.742,22.481,1.180571429,12.464,2.22
15590,639933,The Northman,142.095,70000000,69633110,2022,130.03,7.113,137,28.30714286,305.765,41.251,8.945285714,128.827,24.852
15591,640146,Ant-Man and the Wasp: Quantumania,711.057,200000000,462000000,2023,627.717,6.348,125,40.31414286,501.44,54.128,8.690857143,199.572,13.788
15592,640265,The Sky Is Everywhere,16.69,,,2022,16.982,5.6,103,8.501142857,66.187,19.944,1.254571429,20.782,1.676
15593,640793,너의 여자친구,10.851,,,2019,10.369,5.9,100,5.815666667,34.894,8.733,0.6,2.4,0.6
15594,641370,Invasion: Planet Earth,9.27,,,2019,12.416,5.6,98,2.208714286,30.439,5.078,0.654285714,14.18,0.98
15595,641501,Comment je suis devenu super-héros,30.962,18000000,,2020,35.992,6.133,101,4.164,77.042,5.758,1.210428571,10.873,4.293
15596,641662,Pieces of a Woman,13.092,,,2020,15.029,7.057,127,19.21128571,158.667,33.099,5.458285714,66.014,14.733
15597,641668,Seance,10.075,,,2021,9.559,5.8,92,8.498142857,69.086,13.095,2.210285714,31.726,3.673
15598,641790,Trauma Center,13.768,,92968,2019,15.235,5.628,87,11.66657143,120.911,33.804,2.583285714,65.374,6.19
15599,641960,Four Good Days,12.983,,843965,2021,13.091,6.8,100,19.59214286,167.442,65.703,1.515428571,16.436,2.304
15600,642121,海辺のエトランゼ,30.785,,,2020,28.316,7.6,59,5.274833333,31.649,13.431,0.751142857,8.866,0.855
15601,642208,Supernova,13.522,,2506542,2020,16.437,6.965,94,8.347285714,70.247,25.286,1.896571429,26.807,3.812
15602,642271,The Little Mermaid Live!,19.19,,,2019,18.622,7.1,90,9.947285714,106.621,18.641,2.757166667,16.543,5.93
15603,642885,Hocus Pocus 2,132.366,30000000,,2022,141.768,7.435,107,16.45914286,201.266,24.481,5.406714286,97.218,7.908
15604,643274,미용실 : 특별한 서비스 3,37.727,,,2019,28.379,6.571,84,69.75575,279.023,200.045,0.753,0.753,0.753
15605,643532,The Card Counter,16.677,,4546332,2021,22.056,6.2,111,15.25871429,122.353,39.175,4.673857143,64.385,14.733
15606,643550,Nocturne,12.836,,,2020,16.022,5.902,90,24.22671429,177.836,105.737,1.427142857,27.036,2.987
15607,643586,Willy's Wonderland,36.329,5000000,431020,2021,42.485,6.093,88,17.72857143,144.971,85.61,14.395,153.867,85.61
15608,643612,I'm Your Woman,8.806,,,2020,8.818,6,120,6.124285714,48.878,13.569,4.226857143,50.356,13.569
15609,643882,The Princess Switch: Switched Again,20.234,10000000,,2020,19.496,6.912,97,8.726,81.162,22.026,4.589714286,44.266,18.646
15610,644083,Twist,18.057,2000000,510466,2021,19.403,6.031,92,13.824,120.129,36.131,1.153714286,12.276,1.768
15611,644089,Blue Bayou,11.034,,750000,2021,13.442,7.628,117,8.818857143,90.659,26.061,2.703285714,34.894,5.177
15612,644090,"Love, Guaranteed",10.808,,,2020,8.506,6.43,91,12.61514286,149.626,37.627,2.606428571,23.645,7.754
15613,644092,Finding ʻOhana,26.759,,,2021,21.732,6.407,123,12.39885714,110.496,27.436,1.101285714,9.509,1.719
15614,644100,As They Made Us,123.405,,,2022,107.54,5.5,96,11.58871429,93.462,24.046,4.629142857,42.004,13.775
15615,644479,Dedicada A Mi Ex,8.309,,1315376,2019,9.513,8.314,94,6.073,52.115,15.572,0.841714286,28.092,0.988
15616,644495,House of Gucci,29.417,75000000,153235995,2021,33.6,6.638,158,22.79257143,224.83,39.348,6.632142857,84.899,11.484
15617,644583,The Mauritanian,15.484,,,2021,13.688,7.431,129,19.75728571,162.77,33.485,5.94,55.43,33.485
15618,644613,Томирис,8.969,6500000,,2019,10.913,6.951,156,3.137571429,24.972,6.829,0.845714286,8.32,1.532
15619,644682,Sleeping with My Student,9.584,,,2019,11.708,6.2,87,5.34,37.38,14.357,2.055142857,17.386,4.246
15620,644714,보이스,13.115,,11772156,2021,16.869,7.9,109,7.684285714,59.922,9.751,1.072857143,16.052,1.417
15621,644831,Blithe Spirit,11.244,,,2020,8.964,5.8,99,20.60242857,175.978,30.949,1.790857143,15.64,4.358
15622,645488,Aquaman: Heroines of Atlantis,26.371,,,2019,22.721,6.533,6,21.93675,87.747,31.496,0.6,0.6,0.6
15623,645689,The Duke,9.784,11000000,,2021,12.94,7.1,96,13.07571429,138.065,28.045,1.193857143,10.757,2.467
15624,645710,The Voyeurs,26.301,,,2021,25.334,6.679,117,23.93571429,190.956,105.737,1.636,118.471,2.343
15625,645788,The Protégé,31.578,,8639684,2021,29.693,6.635,109,23.12514286,227.745,47.562,3.739571429,108.518,6.031
15626,645856,The Seventh Day,24.691,,,2021,22.074,5.4,87,16.62585714,151.604,39.867,4.969571429,65.313,24.473
15627,645861,South of Heaven,10.321,,,2021,7.315,6.664,120,17.97214286,146.319,35.8,1.447428571,16.74,3.8
15628,645886,The Unforgivable,21.997,,,2021,28.034,7.505,112,23.22428571,253.017,45.777,11.85642857,128.182,45.777
15629,646073,Mira,17.288,,,2016,6.316,,42,0.6,0.6,0.6,0.6,0.6,0.6
15630,646150,Acceleration,9.603,,,2019,7.755,5.6,85,16.45185714,168.903,32.08,3.015,40.167,5.762
15631,646207,The Ice Road,21.329,,7502846,2021,20.446,6.955,108,30.82414286,249.038,77.831,2.347571429,26.815,4.171
15632,646332,Alma de héroe,8.608,,,2019,12.499,8,120,1.719428571,13.836,5.708,0.682285714,5.976,1.176
15633,646380,Don't Look Up,50.37,75000000,791863,2021,51.891,7.159,138,46.00942857,562.455,66.781,4.136857143,113.636,5.327
15634,646385,Scream,358.351,24000000,140041405,2022,337.777,6.731,114,47.51214286,630.422,136.474,8.537857143,234.155,10.002
15635,646389,Plane,1062.911,25000000,51000000,2023,994.726,6.853,107,27.12985714,242.672,58.645,11.50128571,187.153,58.645
15636,646473,Dear Zoe,11.182,,,2022,11.195,6.5,94,13.59357143,96.963,43.735,0.643,2.572,0.764
15637,646593,Wander,10.812,,4609,2020,11.368,5.4,94,23.75571429,176.823,46.282,2.920857143,36.843,5.852
15638,646696,Mariposa,9.356,,,2020,5.92,6.9,115,2.504142857,23.441,4.123,1.133714286,15.136,2.384
15639,646749,玉蒲團,39.106,,,1986,23.29,4,93,1.7068,8.534,2.794,0.988,0.988,0.988
15640,647063,The Great War,10.368,,,2019,11.378,7.091,108,11.24214286,92.209,40.115,1.455285714,36.587,2.451
15641,647087,식모: 아내의 친구,8.58,,,2019,7.321,,80,64.64175,258.567,200.045,1.29,1.29,1.29
15642,647117,조건엄마:슈가맘,18.326,,,2019,16.172,,73,12.11475,48.459,17.957,1.798,3.596,2.544
15643,647302,Benny Loves You,23.253,10000,,2019,30.833,6.101,94,1.54,15.585,4.477,0.652,7.564,0.652
15644,647325,The Thing About Harry,16.012,,,2020,10.563,7.038,85,5.156142857,50.397,14.173,1.911285714,42.871,2.932
15645,647498,Ржев,9.884,,,2019,10.702,7.8,113,2.24,20.26,3.287,0.848714286,7.741,1.4
15646,647785,Debt Collectors,18.75,,,2020,18.521,6.2,97,20.95528571,169.468,76.941,12.95014286,100.851,76.941
15647,647809,E noi come stronzi rimanemmo a guardare,8.953,,,2021,9.138,6.44,108,3.807285714,37.051,6.845,1.492142857,44.303,1.999
15648,648337,GO! La fiesta inolvidable,9.727,,,2019,7.663,7.6,60,3.699,14.796,7.789,0.6,0.6,0.6
15649,648579,The Unbearable Weight of Massive Talent,129.064,30000000,29116320,2022,110.163,6.79,107,54.60271429,485.984,215.762,13.84971429,126.053,82.701
15650,648619,Cambio tutto!,13.861,,,2020,6.108,6.026,90,2.843,29.485,8.688,0.9,9.9,1.38
15651,648987,PD,15.737,,,2019,4.404,6.9,35,0.815,10.505,1.4,0.6,7.8,0.6
15652,648990,La casa,16.989,,,2020,18.739,6.4,73,0.828,9.996,2.188,0.826857143,15.988,2.188
15653,649058,"Yo, adolescente",8.56,,,2019,9.152,7.8,93,1.272857143,16.214,1.662,0.647428571,11.132,0.766
15654,649087,Red Dot,19.458,,,2021,20.352,5.873,86,3.869,29.483,9.33,0.849285714,12.545,1.312
15655,649394,Worth,12.331,,,2021,12.479,6.76,118,16.27142857,198.134,27.886,5.498,53.473,27.886
15656,649409,No Sudden Move,24.907,,,2021,21.673,6.387,115,29.1,286.495,63.025,5.888428571,69.331,8.986
15657,649524,Behind the Trees,10.904,,,2019,9.014,5.638,87,0.970714286,10.995,1.751,0.749142857,19.044,0.828
15658,649609,Renfield,70.85,86200000,,2023,60.098,,93,31.07814286,244.759,85.61,3.813857143,47.142,5.868
15659,649918,Al 3er día,20.183,,,2020,20.563,5.6,85,1.803714286,18.107,2.552,1.026285714,10.784,1.4
15660,649928,Robin Robin,16.617,,,2021,12.798,7.055,30,6.861857143,48.633,24.919,0.829142857,9.404,1.388
15661,650031,Skyggen i mit øje,16.453,,,2021,12.123,7.831,107,5.865,89.82,10.35,1.974571429,51.504,3.093
15662,650272,Beyond the Law,12.299,7000000,,2019,13.145,5.9,90,10.34371429,105.707,19.438,2.389142857,27.36,4.494
15663,650273,초대녀 2,10.238,,,2019,10.392,1.3,77,87.44633333,262.339,200.045,14.874,14.874,14.874
15664,650783,The Comeback Trail,11.595,,,2020,15.85,5.833,105,30.54028571,294.847,67.261,4.486714286,47.822,7.972
15665,651045,노래방: 화끈한 여자들 2,9.829,,,2019,15.168,,72,49.83216667,298.993,200.045,1.4,1.4,1.4
15666,651070,A Fall from Grace,12.711,,,2020,11.503,7.056,120,8.537571429,100.44,13.937,6.311857143,67.446,12.914
15667,651571,Breach,23.193,,39328,2020,23.231,4.291,92,16.22414286,140.473,33.804,5.932428571,100.167,11.944
15668,651589,Hasta el cielo,53.531,,,2020,58.781,6.092,121,12.605,108.89,38.968,1.418142857,11.127,3.883
15669,651610,Pixie,11.461,,479317,2020,11.95,5.756,93,14.57985714,142.98,30.811,1.211714286,93.047,1.832
15670,651724,The Irishman: In Conversation,8.666,,,2019,7.845,7.516,23,33.64625,134.585,59.348,,,
15671,651881,Adieu les cons,8.753,9700000,16955173,2020,10.637,7.287,87,7.475857143,81.938,19.276,2.819857143,27.64,7.311
15672,652004,The Wolf of Snow Hollow,21.043,2000000,239828,2020,16.891,6.209,84,8.754,75.416,23.225,1.828285714,25.998,4.683
15673,652483,Modo Avião,11.508,,,2020,9.054,6.281,96,1.885142857,15.731,4.633,0.691142857,11.438,0.98
15674,652572,엄마친구 6,15.469,,,2019,17.489,3,90,28.15975,112.639,58.535,3.501,7.002,6.402
15675,652574,친구부부,45.543,,,2019,37.163,5.8,65,7.10975,28.439,26.612,1.48,1.48,1.48
15676,652575,어린 형수 5,31.875,,,2019,35.283,6.583,73,28.02033333,84.061,52.104,14.874,14.874,14.874
15677,652722,En brazos de un asesino,18.235,,425332,2019,50.945,8.005,101,4.894285714,34.86,12.645,2.5072,12.536,9.138
15678,652754,ドラゴンボールZ外伝 サイヤ人絶滅計画,19.389,,,1993,22.174,6.224,59,4.421571429,40.696,7.118,3.188,9.564,7.083
15679,652776,A Christmas Princess,9.26,,,2019,5.541,6.286,90,4.583857143,36.43,7.959,2.930428571,35.153,3.842
15680,652837,ジョゼと虎と魚たち,43.745,,,2020,38.34,8.381,98,5.475428571,38.928,16.264,1.981857143,120.957,2.438
15681,652962,Half Brothers,10.175,,,2020,12.981,7.595,96,4.621428571,56.892,10.771,2.868428571,36.925,10.771
15682,653247,La Gallina Turuleca,10.239,,,2020,12.268,7.1,80,1.1958,5.979,2.03,1.183142857,14.887,1.685
15683,653346,Kingdom of the Planet of the Apes,12.979,,,2024,9.876,,,12.51257143,96.793,18.715,6.798714286,55.766,8.574
15684,653349,Vacation Friends,34.989,,,2021,34.372,7.101,103,9.637857143,89.864,23.502,4.936,140.094,17.662
15685,653528,Family Guy Presents: Blue Harvest,9.596,,,2008,9.594,7.415,47,25.96385714,253.873,65.703,7.481857143,53.667,14.75
15686,653567,Miss Americana,13.102,,,2020,18.436,7.932,85,8.657285714,77.562,14.981,1.781714286,23.272,3.074
15687,653569,Save Yourselves!,12.344,,,2020,10.346,5.876,93,6.611,49.453,21.652,0.841142857,17.888,1.216
15688,653574,Dick Johnson Is Dead,8.732,,,2020,8.095,7.341,89,0.916285714,23.814,1.288,1.394857143,28.541,2.771
15689,653584,Surge,8.204,,,2020,6.985,5.67,105,6.759142857,51.746,16.635,1.401,52.473,1.614
15690,653598,Spree,12.479,,43840,2020,15.513,6.518,93,9.698428571,89.835,18.601,2.546428571,90.933,3.563
15691,653601,Horse Girl,12.251,,,2020,12.499,5.583,104,19.22614286,215.255,45.877,16.47585714,222.286,45.877
15692,653606,The Last Shift,13.059,,,2020,13.095,5.5,90,6.899,64.383,18.658,2.126142857,34.983,3.093
15693,653610,Disclosure,10.639,,,2020,12.795,8.022,107,34.44314286,698.994,100.285,2.045857143,59.167,7.674
15694,653615,Amulet,14.453,,,2020,16.279,5.371,99,4.946285714,38.824,18.337,3.954285714,27.68,12.276
15695,653664,Dinner in America,8.378,,,2022,9.477,6.9,106,11.516,123.04,13.944,4.684714286,43.277,17.448
15696,653725,Crip Camp: A Disability Revolution,10.826,,,2020,9.698,7.2,107,0.765285714,6.557,1.757,1.912857143,23.59,4.946
15697,653740,Assassins,15.399,,,2021,16.004,6.912,104,2.951857143,22.463,14.981,1.327285714,9.891,3.813
15698,653744,Sergio,11.989,16000000,,2020,11.323,6.669,118,25.18542857,187.708,118.736,4.704,37.728,26.341
15699,653746,The Dissident,8.212,,57000,2020,8.446,7.286,119,3.049,23.743,14.981,1.564285714,13.35,2.058
15700,653756,El agente topo,8.405,,,2020,11.07,8.011,89,0.654285714,4.58,0.98,1.439,34.019,1.62
15701,653851,Devotion,329.043,90000000,20000000,2022,315.139,7.348,139,19.854,207.228,49.9,10.23671429,119.336,43.16
15702,653858,劇場版 生徒会役員共２,29.583,,,2021,27.484,6.286,78,7.682,91.249,9.269,1.038285714,22.887,1.38
15703,653960,강남 며느리,9.072,,,2019,12.869,5,81,16.815,67.26,58.535,1.713,1.713,1.713
15704,654028,The Christmas Chronicles: Part Two,21.747,,,2020,23.96,6.524,112,16.36242857,205.901,22.986,6.512714286,61.295,22.906
15705,654299,Como caído del cielo,12.236,,,2019,12.864,8.158,112,4.605714286,73.124,8.865,0.608285714,4.858,0.629
15706,654374,막내 처제,8.142,,,2019,5.709,,70,67.49025,269.961,200.045,1.045,1.045,1.045
15707,654571,How to Train Your Dragon: Snoggletog Log,17.918,,,2019,14.12,6.783,28,0.6,0.6,0.6,1.228,3.684,1.435
15708,654739,발신제한,15.321,,,2021,13.58,7.762,90,9.650714286,76.663,23.368,1.841571429,24.588,2.829
15709,654754,Billie Eilish: The World's a Little Blurry,12.856,,,2021,14.155,8.5,140,10.64714286,76.386,26.935,1.053142857,17.572,2.36
15710,654895,Corro da te,19.762,,,2022,18.075,6.878,113,10.69985714,79.281,28.973,1.671428571,12.3,2.946
15711,654910,The Tiger's Nest,160.177,,,2022,125.151,7.081,94,3.163571429,22.145,11.037,1.169142857,11.784,1.926
15712,654974,Home Sweet Home Alone,40.74,,,2021,32.884,5,93,9.283285714,127.988,12.07,4.321714286,51.602,9.318
15713,655080,The Winter Lake,8.781,,,2020,10.295,5.118,92,13.29285714,96.05,42.484,0.890714286,14.035,1.62
15714,655082,Eiffel,10.885,26000000,13000000,2021,12.73,6.305,108,6.207142857,62.582,23.981,1.870285714,19.489,2.677
15715,655187,Akelarre,9.736,,,2020,9.511,6.721,92,2.197142857,22.746,5.657,0.961285714,37.981,1.168
15716,655322,On the Come Up,26.717,,46000,2022,26.358,5.889,115,9.14,92.324,20.152,4.882285714,39.976,20.152
15717,655355,Dirty Sexy Saint,14.761,,,2019,15.124,6.467,104,3.399285714,28.876,5.842,1.950285714,17.252,3.575
15718,655431,PSYCHO-PASS サイコパス 3 FIRST INSPECTOR,28.247,,757096,2020,27.369,7.676,137,11.89728571,164.567,18.161,1.956857143,25.917,3.93
15719,655917,A Perfect Enemy,10.283,,,2021,11.929,6.6,89,2.633857143,25.037,6.921,1.229285714,20.657,2.301
15720,656268,착한 엄마친구 3,28.018,,,2019,26.467,1,71,10.012,40.048,21.172,1.38,1.38,1.38
15721,656561,Alien Xmas,13.492,,,2020,12.373,6.6,42,3.574428571,29.55,7.217,5.808142857,50.413,33.463
15722,656563,Ricos de Amor,11.115,,,2020,10.625,7.78,104,2.615857143,41.114,4.6,0.7594,3.797,0.98
15723,656663,Jackass Forever,33.45,10000000,80340218,2022,28.113,6.84,96,12.48714286,190.937,20.906,12.50071429,185.95,20.906
15724,656690,The Social Dilemma,20.863,,,2020,19.797,7.504,94,6.295571429,47.326,19.957,0.917285714,28.674,1.4
15725,656940,Body Brokers,23.415,,,2021,24.194,6.3,111,13.13742857,115.998,22.298,2.307,67.846,3.223
15726,656956,새엄마 2019,12.679,,,2019,11.368,4.5,,13.1475,52.59,31.527,0.665,0.665,0.665
15727,656958,룸싸롱 여대생들 2,12.162,,,2019,11.616,5.5,76,52.99616667,317.977,200.045,5.81,5.81,5.81
